----------------------------------------------
*** WARNING ***
Don't use the item ID for anything "proper"!!
It's provided here for completeness's sake, it's different in every world.
----------------------------------------------
Mod name, Registry name, Item ID, Display name
'Dustrial Decor, dustrial_decor:pink_neon_light, 12354, Pink Neon Light
'Dustrial Decor, dustrial_decor:polished_cinder_block, 12316, Polished Cinder Block
'Dustrial Decor, dustrial_decor:purple_neon_light, 12355, Purple Neon Light
'Dustrial Decor, dustrial_decor:rainbow_neon_light, 12356, Rainbow Neon Light
'Dustrial Decor, dustrial_decor:red_neon_light, 12348, Red Neon Light
'Dustrial Decor, dustrial_decor:redstone_lantern, 12344, Redstone Lantern
'Dustrial Decor, dustrial_decor:rusty_iron_block, 12337, Rusty Iron Block
'Dustrial Decor, dustrial_decor:rusty_iron_door, 12339, Rusty Iron Door
'Dustrial Decor, dustrial_decor:rusty_iron_ingot, 12335, Rusty Iron Ingot
'Dustrial Decor, dustrial_decor:rusty_iron_nugget, 12336, Rusty Iron Nugget
'Dustrial Decor, dustrial_decor:rusty_iron_trapdoor, 12338, Rusty Iron Trapdoor
'Dustrial Decor, dustrial_decor:rusty_sheet_metal, 12301, Rusty Sheet Metal
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_door, 12314, Rusty Sheet Metal Door
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_paneling, 12306, Rusty Sheet Metal Paneling
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_plating, 12302, Rusty Sheet Metal Plating
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_plating_slab, 12303, Rusty Sheet Metal Plating Slab
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_plating_stairs, 12305, Rusty Sheet Metal Plating Stairs
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_plating_vertical_slab, 12304, Rusty Sheet Metal Plating Vertical Slab
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_siding, 12307, Rusty Sheet Metal Siding
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_trapdoor, 12313, Rusty Sheet Metal Trapdoor
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_treading, 12309, Rusty Sheet Metal Treading
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_treading_slab, 12310, Rusty Sheet Metal Treading Slab
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_treading_stairs, 12312, Rusty Sheet Metal Treading Stairs
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_treading_vertical_slab, 12311, Rusty Sheet Metal Treading Vertical Slab
'Dustrial Decor, dustrial_decor:rusty_sheet_metal_walling, 12308, Rusty Sheet Metal Walling
'Dustrial Decor, dustrial_decor:sheet_metal, 12287, Sheet Metal
'Dustrial Decor, dustrial_decor:sheet_metal_door, 12300, Sheet Metal Door
'Dustrial Decor, dustrial_decor:sheet_metal_paneling, 12292, Sheet Metal Paneling
'Dustrial Decor, dustrial_decor:sheet_metal_plating, 12288, Sheet Metal Plating
'Dustrial Decor, dustrial_decor:sheet_metal_plating_slab, 12289, Sheet Metal Plating Slab
'Dustrial Decor, dustrial_decor:sheet_metal_plating_stairs, 12291, Sheet Metal Plating Stairs
'Dustrial Decor, dustrial_decor:sheet_metal_plating_vertical_slab, 12290, Sheet Metal Plating Vertical Slab
'Dustrial Decor, dustrial_decor:sheet_metal_siding, 12293, Sheet Metal Siding
'Dustrial Decor, dustrial_decor:sheet_metal_trapdoor, 12299, Sheet Metal Trapdoor
'Dustrial Decor, dustrial_decor:sheet_metal_treading, 12295, Sheet Metal Treading
'Dustrial Decor, dustrial_decor:sheet_metal_treading_slab, 12296, Sheet Metal Treading Slab
'Dustrial Decor, dustrial_decor:sheet_metal_treading_stairs, 12298, Sheet Metal Treading Stairs
'Dustrial Decor, dustrial_decor:sheet_metal_treading_vertical_slab, 12297, Sheet Metal Treading Vertical Slab
'Dustrial Decor, dustrial_decor:sheet_metal_walling, 12294, Sheet Metal Walling
'Dustrial Decor, dustrial_decor:smooth_cardboard, 12323, Smooth Cardboard
'Dustrial Decor, dustrial_decor:smooth_cardboard_slab, 12324, Smooth Cardboard Slab
'Dustrial Decor, dustrial_decor:smooth_cardboard_stairs, 12326, Smooth Cardboard Stairs
'Dustrial Decor, dustrial_decor:smooth_cardboard_vertical_slab, 12325, Smooth Cardboard Vertical Slab
'Dustrial Decor, dustrial_decor:wrapped_chains, 12340, Wrapped Chains
'Dustrial Decor, dustrial_decor:wrapped_gold_chains, 12341, Wrapped Gold Chains
'Dustrial Decor, dustrial_decor:yellow_neon_light, 12350, Yellow Neon Light
AEInfinityBooster, aeinfinitybooster:dimension_card, 5427, Dimension Card
AEInfinityBooster, aeinfinitybooster:infinity_card, 5426, Infinity Range Booster
Additional Guns, additionalguns:9a91, 2676, 9A-91
Additional Guns, additionalguns:ace_of_spades, 2677, Ace of Spades
Additional Guns, additionalguns:ak105, 2687, AK-105
Additional Guns, additionalguns:akm, 2693, AKM
Additional Guns, additionalguns:akm_custom, 2694, AKM Custom
Additional Guns, additionalguns:ammo_45, 2706, 45
Additional Guns, additionalguns:ammo_545, 2707, 5.45
Additional Guns, additionalguns:ammo_556, 2708, 5.56
Additional Guns, additionalguns:ammo_762_51, 2709, 7.62*51
Additional Guns, additionalguns:ammo_9, 2705, 9
Additional Guns, additionalguns:ammo_939, 2710, 9*39
Additional Guns, additionalguns:ammo_939_sp5, 2711, 9*39 SP5
Additional Guns, additionalguns:ammo_939_sp6, 2712, 9*39 SP6
Additional Guns, additionalguns:ammo_jcc, 2713, JCC
Additional Guns, additionalguns:angled_grip, 2704, Angled Grip
Additional Guns, additionalguns:aug, 2681, AUG
Additional Guns, additionalguns:awm, 2698, AWM
Additional Guns, additionalguns:banshee, 2689, Banshee
Additional Guns, additionalguns:basic_stock, 2701, Basic Stock
Additional Guns, additionalguns:desert_eagle, 2696, Desert Eagle
Additional Guns, additionalguns:fn2000, 2682, FN2000
Additional Guns, additionalguns:g11, 2678, G11
Additional Guns, additionalguns:glock18, 2692, Glock-18
Additional Guns, additionalguns:holo_scope, 2699, Holo Scope
Additional Guns, additionalguns:m4a1s, 2690, M4A1-S
Additional Guns, additionalguns:m4a4, 2691, M4A4
Additional Guns, additionalguns:mac10, 2697, MAC-10
Additional Guns, additionalguns:mammoth, 2674, Mammoth
Additional Guns, additionalguns:mat_49, 2684, MAT-49
Additional Guns, additionalguns:muzzle_brake, 2703, Muzzle Brake
Additional Guns, additionalguns:ots_03, 2686, Ots-03
Additional Guns, additionalguns:pp_19, 2683, PP-19 Bizon
Additional Guns, additionalguns:ravens_claw, 2688, Raven's Claw
Additional Guns, additionalguns:schwarzlose, 2685, Schwarzlose
Additional Guns, additionalguns:ssg08, 2695, SSG-08
Additional Guns, additionalguns:val, 2680, Val
Additional Guns, additionalguns:vector, 2675, Vector
Additional Guns, additionalguns:vintorez, 2679, Vintorez
Additional Guns, additionalguns:vintorez_stock, 2702, Vintorez Stock
Additional Guns, additionalguns:zerkalo_scope, 2700, Zerkalo
AllTheOres, alltheores:aluminum_block, 2850, Aluminum Block
AllTheOres, alltheores:aluminum_clump, 2971, Aluminum Clump
AllTheOres, alltheores:aluminum_crystal, 2961, Aluminum Crystal
AllTheOres, alltheores:aluminum_dust, 2853, Aluminum Dust
AllTheOres, alltheores:aluminum_end_ore, 3084, Aluminum End Ore
AllTheOres, alltheores:aluminum_gear, 3003, Aluminum Gear
AllTheOres, alltheores:aluminum_ingot, 2851, Aluminum Ingot
AllTheOres, alltheores:aluminum_nether_ore, 3075, Aluminum Nether Ore
AllTheOres, alltheores:aluminum_nugget, 2852, Aluminum Nugget
AllTheOres, alltheores:aluminum_ore, 2848, Aluminum Ore
AllTheOres, alltheores:aluminum_other_ore, 2849, Other Aluminum Ore
AllTheOres, alltheores:aluminum_plate, 3025, Aluminum Plate
AllTheOres, alltheores:aluminum_rod, 2981, Aluminum Rod
AllTheOres, alltheores:aluminum_shard, 2951, Aluminum Shard
AllTheOres, alltheores:aluminum_slate_ore, 2847, Aluminum Slate Ore
AllTheOres, alltheores:brass_block, 3074, Brass Block
AllTheOres, alltheores:brass_dust, 2940, Brass Dust
AllTheOres, alltheores:brass_gear, 3024, Brass Gear
AllTheOres, alltheores:brass_ingot, 3065, Brass Ingot
AllTheOres, alltheores:brass_nugget, 3056, Brass Nugget
AllTheOres, alltheores:brass_plate, 3046, Brass Plate
AllTheOres, alltheores:brass_rod, 3002, Brass Rod
AllTheOres, alltheores:bronze_block, 3069, Bronze Block
AllTheOres, alltheores:bronze_dust, 2932, Bronze Dust
AllTheOres, alltheores:bronze_gear, 3015, Bronze Gear
AllTheOres, alltheores:bronze_ingot, 3060, Bronze Ingot
AllTheOres, alltheores:bronze_nugget, 3050, Bronze Nugget
AllTheOres, alltheores:bronze_ore_hammer, 3095, Bronze Ore Hammer
AllTheOres, alltheores:bronze_plate, 3037, Bronze Plate
AllTheOres, alltheores:bronze_rod, 2993, Bronze Rod
AllTheOres, alltheores:coal_other_ore, 3098, Other Coal Ore
AllTheOres, alltheores:constantan_block, 3073, Constantan Block
AllTheOres, alltheores:constantan_dust, 2933, Constantan Dust
AllTheOres, alltheores:constantan_gear, 3023, Constantan Gear
AllTheOres, alltheores:constantan_ingot, 3064, Constantan Ingot
AllTheOres, alltheores:constantan_nugget, 3055, Constantan Nugget
AllTheOres, alltheores:constantan_plate, 3045, Constantan Plate
AllTheOres, alltheores:constantan_rod, 3001, Constantan Rod
AllTheOres, alltheores:copper_clump, 2972, Copper Clump
AllTheOres, alltheores:copper_crystal, 2962, Copper Crystal
AllTheOres, alltheores:copper_dust, 2928, Copper Dust
AllTheOres, alltheores:copper_gear, 3019, Copper Gear
AllTheOres, alltheores:copper_nugget, 3051, Copper Nugget
AllTheOres, alltheores:copper_ore_hammer, 3093, Copper Ore Hammer
AllTheOres, alltheores:copper_other_ore, 3099, Other Copper Ore
AllTheOres, alltheores:copper_plate, 3041, Copper Plate
AllTheOres, alltheores:copper_rod, 2997, Copper Rod
AllTheOres, alltheores:copper_shard, 2952, Copper Shard
AllTheOres, alltheores:diamond_dust, 2930, Diamond Dust
AllTheOres, alltheores:diamond_gear, 3018, Diamond Gear
AllTheOres, alltheores:diamond_other_ore, 3105, Other Diamond Ore
AllTheOres, alltheores:diamond_plate, 3040, Diamond Plate
AllTheOres, alltheores:diamond_rod, 2996, Diamond Rod
AllTheOres, alltheores:dirty_aluminum_dust, 2941, Dirty Aluminum Dust
AllTheOres, alltheores:dirty_copper_dust, 2942, Dirty Copper Dust
AllTheOres, alltheores:dirty_lead_dust, 2943, Dirty Lead Dust
AllTheOres, alltheores:dirty_nickel_dust, 2944, Dirty Nickel Dust
AllTheOres, alltheores:dirty_osmium_dust, 2945, Dirty Osmium Dust
AllTheOres, alltheores:dirty_platinum_dust, 2946, Dirty Platinum Dust
AllTheOres, alltheores:dirty_silver_dust, 2947, Dirty Silver Dust
AllTheOres, alltheores:dirty_tin_dust, 2948, Dirty Tin Dust
AllTheOres, alltheores:dirty_uranium_dust, 2949, Dirty Uranium Dust
AllTheOres, alltheores:dirty_zinc_dust, 2950, Dirty Zinc Dust
AllTheOres, alltheores:electrum_block, 3068, Electrum Block
AllTheOres, alltheores:electrum_dust, 2934, Electrum Dust
AllTheOres, alltheores:electrum_gear, 3014, Electrum Gear
AllTheOres, alltheores:electrum_ingot, 3059, Electrum Ingot
AllTheOres, alltheores:electrum_nugget, 3049, Electrum Nugget
AllTheOres, alltheores:electrum_plate, 3036, Electrum Plate
AllTheOres, alltheores:electrum_rod, 2992, Electrum Rod
AllTheOres, alltheores:emerald_other_ore, 3100, Other Emerald Ore
AllTheOres, alltheores:enderium_block, 3070, Enderium Block
AllTheOres, alltheores:enderium_dust, 2935, Enderium Dust
AllTheOres, alltheores:enderium_gear, 3020, Enderium Gear
AllTheOres, alltheores:enderium_ingot, 3061, Enderium Ingot
AllTheOres, alltheores:enderium_nugget, 3052, Enderium Nugget
AllTheOres, alltheores:enderium_plate, 3042, Enderium Plate
AllTheOres, alltheores:enderium_rod, 2998, Enderium Rod
AllTheOres, alltheores:gold_dust, 2929, Gold Dust
AllTheOres, alltheores:gold_gear, 3017, Gold Gear
AllTheOres, alltheores:gold_other_ore, 3102, Other Gold Ore
AllTheOres, alltheores:gold_plate, 3039, Gold Plate
AllTheOres, alltheores:gold_rod, 2995, Gold Rod
AllTheOres, alltheores:invar_block, 3067, Invar Block
AllTheOres, alltheores:invar_dust, 2939, Invar Dust
AllTheOres, alltheores:invar_gear, 3013, Invar Gear
AllTheOres, alltheores:invar_ingot, 3058, Invar Ingot
AllTheOres, alltheores:invar_nugget, 3048, Invar Nugget
AllTheOres, alltheores:invar_ore_hammer, 3096, Invar Ore Hammer
AllTheOres, alltheores:invar_plate, 3035, Invar Plate
AllTheOres, alltheores:invar_rod, 2991, Invar Rod
AllTheOres, alltheores:iron_dust, 2927, Iron Dust
AllTheOres, alltheores:iron_gear, 3016, Iron Gear
AllTheOres, alltheores:iron_ore_hammer, 3094, Iron Ore Hammer
AllTheOres, alltheores:iron_other_ore, 3101, Other Iron Ore
AllTheOres, alltheores:iron_plate, 3038, Iron Plate
AllTheOres, alltheores:iron_rod, 2994, Iron Rod
AllTheOres, alltheores:lapis_other_ore, 3106, Other Lapis Ore
AllTheOres, alltheores:lead_block, 2859, Lead Block
AllTheOres, alltheores:lead_clump, 2973, Lead Clump
AllTheOres, alltheores:lead_crystal, 2963, Lead Crystal
AllTheOres, alltheores:lead_dust, 2862, Lead Dust
AllTheOres, alltheores:lead_end_ore, 3085, Lead End Ore
AllTheOres, alltheores:lead_gear, 3004, Lead Gear
AllTheOres, alltheores:lead_ingot, 2860, Lead Ingot
AllTheOres, alltheores:lead_nether_ore, 3076, Lead Nether Ore
AllTheOres, alltheores:lead_nugget, 2861, Lead Nugget
AllTheOres, alltheores:lead_ore, 2857, Lead Ore
AllTheOres, alltheores:lead_other_ore, 2858, Other Lead Ore
AllTheOres, alltheores:lead_plate, 3026, Lead Plate
AllTheOres, alltheores:lead_rod, 2982, Lead Rod
AllTheOres, alltheores:lead_shard, 2953, Lead Shard
AllTheOres, alltheores:lead_slate_ore, 2856, Lead Slate Ore
AllTheOres, alltheores:lumium_block, 3071, Lumium Block
AllTheOres, alltheores:lumium_dust, 2936, Lumium Dust
AllTheOres, alltheores:lumium_gear, 3021, Lumium Gear
AllTheOres, alltheores:lumium_ingot, 3062, Lumium Ingot
AllTheOres, alltheores:lumium_nugget, 3053, Lumium Nugget
AllTheOres, alltheores:lumium_plate, 3043, Lumium Plate
AllTheOres, alltheores:lumium_rod, 2999, Lumium Rod
AllTheOres, alltheores:netherite_dust, 2931, Netherite Dust
AllTheOres, alltheores:nickel_block, 2868, Nickel Block
AllTheOres, alltheores:nickel_clump, 2974, Nickel Clump
AllTheOres, alltheores:nickel_crystal, 2964, Nickel Crystal
AllTheOres, alltheores:nickel_dust, 2871, Nickel Dust
AllTheOres, alltheores:nickel_end_ore, 3086, Nickel End Ore
AllTheOres, alltheores:nickel_gear, 3005, Nickel Gear
AllTheOres, alltheores:nickel_ingot, 2869, Nickel Ingot
AllTheOres, alltheores:nickel_nether_ore, 3077, Nickel Nether Ore
AllTheOres, alltheores:nickel_nugget, 2870, Nickel Nugget
AllTheOres, alltheores:nickel_ore, 2866, Nickel Ore
AllTheOres, alltheores:nickel_other_ore, 2867, Other Nickel Ore
AllTheOres, alltheores:nickel_plate, 3027, Nickel Plate
AllTheOres, alltheores:nickel_rod, 2983, Nickel Rod
AllTheOres, alltheores:nickel_shard, 2954, Nickel Shard
AllTheOres, alltheores:nickel_slate_ore, 2865, Nickel Slate Ore
AllTheOres, alltheores:osmium_block, 2877, Osmium Block
AllTheOres, alltheores:osmium_clump, 2975, Osmium Clump
AllTheOres, alltheores:osmium_crystal, 2965, Osmium Crystal
AllTheOres, alltheores:osmium_dust, 2880, Osmium Dust
AllTheOres, alltheores:osmium_end_ore, 3087, Osmium End Ore
AllTheOres, alltheores:osmium_gear, 3006, Osmium Gear
AllTheOres, alltheores:osmium_ingot, 2878, Osmium Ingot
AllTheOres, alltheores:osmium_nether_ore, 3078, Osmium Nether Ore
AllTheOres, alltheores:osmium_nugget, 2879, Osmium Nugget
AllTheOres, alltheores:osmium_ore, 2874, Osmium Ore
AllTheOres, alltheores:osmium_other_ore, 2876, Other Osmium Ore
AllTheOres, alltheores:osmium_plate, 3028, Osmium Plate
AllTheOres, alltheores:osmium_rod, 2984, Osmium Rod
AllTheOres, alltheores:osmium_shard, 2955, Osmium Shard
AllTheOres, alltheores:osmium_slate_ore, 2875, Osmium Slate Ore
AllTheOres, alltheores:platinum_block, 2886, Platinum Block
AllTheOres, alltheores:platinum_clump, 2976, Platinum Clump
AllTheOres, alltheores:platinum_crystal, 2966, Platinum Crystal
AllTheOres, alltheores:platinum_dust, 2889, Platinum Dust
AllTheOres, alltheores:platinum_end_ore, 3088, Platinum End Ore
AllTheOres, alltheores:platinum_gear, 3007, Platinum Gear
AllTheOres, alltheores:platinum_ingot, 2887, Platinum Ingot
AllTheOres, alltheores:platinum_nether_ore, 3079, Platinum Nether Ore
AllTheOres, alltheores:platinum_nugget, 2888, Platinum Nugget
AllTheOres, alltheores:platinum_ore, 2884, Platinum Ore
AllTheOres, alltheores:platinum_ore_hammer, 3097, Platinum Ore Hammer
AllTheOres, alltheores:platinum_other_ore, 2885, Other Platinum Ore
AllTheOres, alltheores:platinum_plate, 3029, Platinum Plate
AllTheOres, alltheores:platinum_rod, 2985, Platinum Rod
AllTheOres, alltheores:platinum_shard, 2956, Platinum Shard
AllTheOres, alltheores:platinum_slate_ore, 2883, Platinum Slate Ore
AllTheOres, alltheores:quartz_other_ore, 3103, Other Quartz Ore
AllTheOres, alltheores:raw_aluminum, 2854, Raw Aluminum
AllTheOres, alltheores:raw_aluminum_block, 2846, Block of Raw Aluminum
AllTheOres, alltheores:raw_lead, 2863, Raw Lead
AllTheOres, alltheores:raw_lead_block, 2855, Block of Raw Lead
AllTheOres, alltheores:raw_nickel, 2872, Raw Nickel
AllTheOres, alltheores:raw_nickel_block, 2864, Block of Raw Nickel
AllTheOres, alltheores:raw_osmium, 2881, Raw Osmium
AllTheOres, alltheores:raw_osmium_block, 2873, Block of Raw Osmium
AllTheOres, alltheores:raw_platinum, 2890, Raw Platinum
AllTheOres, alltheores:raw_platinum_block, 2882, Block of Raw Platinum
AllTheOres, alltheores:raw_silver, 2899, Raw Silver
AllTheOres, alltheores:raw_silver_block, 2891, Block of Raw Silver
AllTheOres, alltheores:raw_tin, 2908, Raw Tin
AllTheOres, alltheores:raw_tin_block, 2900, Raw Tin Block
AllTheOres, alltheores:raw_uranium, 2917, Raw Uranium
AllTheOres, alltheores:raw_uranium_block, 2909, Block of Raw Uranium
AllTheOres, alltheores:raw_zinc, 2926, Raw Zinc
AllTheOres, alltheores:raw_zinc_block, 2918, Block of Raw Zinc
AllTheOres, alltheores:redstone_other_ore, 3104, Other Redstone Ore
AllTheOres, alltheores:signalum_block, 3072, Signalum Block
AllTheOres, alltheores:signalum_dust, 2937, Signalum Dust
AllTheOres, alltheores:signalum_gear, 3022, Signalum Gear
AllTheOres, alltheores:signalum_ingot, 3063, Signalum Nugget
AllTheOres, alltheores:signalum_nugget, 3054, Signalum Nugget
AllTheOres, alltheores:signalum_plate, 3044, Signalum Plate
AllTheOres, alltheores:signalum_rod, 3000, Signalum Rod
AllTheOres, alltheores:silver_block, 2895, Silver Block
AllTheOres, alltheores:silver_clump, 2977, Silver Clump
AllTheOres, alltheores:silver_crystal, 2967, Silver Crystal
AllTheOres, alltheores:silver_dust, 2898, Silver Dust
AllTheOres, alltheores:silver_end_ore, 3089, Silver End Ore
AllTheOres, alltheores:silver_gear, 3008, Silver Gear
AllTheOres, alltheores:silver_ingot, 2896, Silver Ingot
AllTheOres, alltheores:silver_nether_ore, 3080, Silver Nether Ore
AllTheOres, alltheores:silver_nugget, 2897, Silver Nugget
AllTheOres, alltheores:silver_ore, 2893, Silver Ore
AllTheOres, alltheores:silver_other_ore, 2894, Other Silver Ore
AllTheOres, alltheores:silver_plate, 3030, Silver Plate
AllTheOres, alltheores:silver_rod, 2986, Silver Rod
AllTheOres, alltheores:silver_shard, 2957, Silver Shard
AllTheOres, alltheores:silver_slate_ore, 2892, Silver Slate Ore
AllTheOres, alltheores:steel_block, 3066, Steel Block
AllTheOres, alltheores:steel_dust, 2938, Steel Dust
AllTheOres, alltheores:steel_gear, 3012, Steel Gear
AllTheOres, alltheores:steel_ingot, 3057, Steel Ingot
AllTheOres, alltheores:steel_nugget, 3047, Steel Nugget
AllTheOres, alltheores:steel_plate, 3034, Steel Plate
AllTheOres, alltheores:steel_rod, 2990, Steel Rod
AllTheOres, alltheores:tin_block, 2904, Tin Block
AllTheOres, alltheores:tin_clump, 2978, Tin Clump
AllTheOres, alltheores:tin_crystal, 2968, Tin Crystal
AllTheOres, alltheores:tin_dust, 2907, Tin Dust
AllTheOres, alltheores:tin_end_ore, 3090, Tin End Ore
AllTheOres, alltheores:tin_gear, 3009, Tin Gear
AllTheOres, alltheores:tin_ingot, 2905, Tin Ingot
AllTheOres, alltheores:tin_nether_ore, 3081, Tin Nether Ore
AllTheOres, alltheores:tin_nugget, 2906, Tin Nugget
AllTheOres, alltheores:tin_ore, 2901, Tin Ore
AllTheOres, alltheores:tin_other_ore, 2903, Other Tin Ore
AllTheOres, alltheores:tin_plate, 3031, Tin Plate
AllTheOres, alltheores:tin_rod, 2987, Tin Rod
AllTheOres, alltheores:tin_shard, 2958, Tin Shard
AllTheOres, alltheores:tin_slate_ore, 2902, Tin Slate Ore
AllTheOres, alltheores:uranium_block, 2913, Uranium Block
AllTheOres, alltheores:uranium_clump, 2979, Uranium Clump
AllTheOres, alltheores:uranium_crystal, 2969, Uranium Crystal
AllTheOres, alltheores:uranium_dust, 2916, Uranium Dust
AllTheOres, alltheores:uranium_end_ore, 3091, Uranium End Ore
AllTheOres, alltheores:uranium_gear, 3010, Uranium Gear
AllTheOres, alltheores:uranium_ingot, 2914, Uranium Ingot
AllTheOres, alltheores:uranium_nether_ore, 3082, Uranium Nether Ore
AllTheOres, alltheores:uranium_nugget, 2915, Uranium Nugget
AllTheOres, alltheores:uranium_ore, 2910, Uranium Ore
AllTheOres, alltheores:uranium_other_ore, 2912, Other Uranium Ore
AllTheOres, alltheores:uranium_plate, 3032, Uranium Plate
AllTheOres, alltheores:uranium_rod, 2988, Uranium Rod
AllTheOres, alltheores:uranium_shard, 2959, Uranium Shard
AllTheOres, alltheores:uranium_slate_ore, 2911, Uranium Slate Ore
